Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Shift_Description,Hour_of_Day,Pedestrian_Cause_Description,Involved_Vehicle_Type,Gender_Description,Age,Person_Type_Description,Pedestrian_Accident_Location_Description,Pedestrian_Movement_Reason_Description,Driver_Movement_Reason_Description,Victimization_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S003684    ,Les Corts,la Maternitat i Sant Ramon,Menéndez y Pelayo,Tuesday,2023,6,June,20,Morning,,Not caused by the pedestrian,Bicicleta,Man,50,Driver,Desconegut,Unknown,On a mission,Serious injury: Hospitalization over 24 hours,426627.07,4581963.66,2.121333051,41.38400699,2023-06-20 11:00:00
2023S003685    ,Sant Andreu,el Bon Pastor,Sant Adrià,Tuesday,2023,6,June,20,Night,,Not caused by the pedestrian,Motorcycle,Man,39,Driver,Desconegut,Unknown,Activitat esportiva particular,Serious injury: Hospitalization over 24 hours,432919.22,4587607.08,2.195953961,41.435385275,2023-06-20 03:00:00
2023S003686    ,Sants-Montjuïc,Hostafrancs,Tarragona,Tuesday,2023,6,June,20,Morning,,Not caused by the pedestrian,Motorcycle,Man,50,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428585.98,4581366.46,2.144829559,41.378804588,2023-06-20 08:00:00
2023S003687    ,Eixample,el Fort Pienc,Roger de Flor,Tuesday,2023,6,June,20,Morning,,Not caused by the pedestrian,Motorcycle,Woman,23,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431373.97,4583113.78,2.177969958,41.394784952,2023-06-20 08:00:00
2023S003690    ,Sant Andreu,Sant Andreu,Gran de Sant Andreu,Tuesday,2023,6,June,20,Morning,,Not caused by the pedestrian,Motorcycle,Woman,21,Passenger,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,432284.1,4588345.48,2.18826984,41.441982458,2023-06-20 12:00:00
2023S003691    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Llobregat),Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,48,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433167.94,4582635.8,2.199480195,41.390631079,2023-06-20 14:00:00
2023S003692    ,Sant Martí,Provençals del Poblenou,C-31,Tuesday,2023,6,June,20,Morning,,Not caused by the pedestrian,Motorcycle,Man,45,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433372.35,4585277.86,2.201633992,41.41444441,2023-06-20 13:00:00
2023S003693    ,Unknown,Unknown,Unknown,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Bicicleta,Man,29,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431709.21,4581667.53,2.182142845,41.381787532,2023-06-20 14:00:00
2023S003694    ,Eixample,Sant Antoni,Paral·lel,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Autobús articulat,Woman,82,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429808.41,4580953.01,2.159495085,41.375188396,2023-06-20 15:00:00
2023S003695    ,Sant Martí,el Camp de l'Arpa del Clot,Las Navas de Tolosa,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,43,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,432107.59,4585401.76,2.186487885,41.415454425,2023-06-20 16:00:00
2023S003696    ,Sant Martí,el Poblenou,Badajoz,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,46,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,432982.32,4583377.09,2.197178073,41.397292238,2023-06-20 14:00:00
2023S003697    ,Eixample,l'Antiga Esquerra de l'Eixample,Roma,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,41,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429640.11,4582207.73,2.15733693,41.386474552,2023-06-20 18:00:00
2023S003698    ,Sant Andreu,Sant Andreu,Segre,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Bus,Woman,46,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432642.6,4587406.42,2.192665658,41.433554828,2023-06-20 14:00:00
2023S003699    ,Les Corts,les Corts,Diagonal,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Bus,Woman,49,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427318.94,4582496.04,2.129543015,41.388864764,2023-06-20 17:00:00
2023S003700    ,Eixample,la Sagrada Família,Rosselló,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,34,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,431053.98,4584361.77,2.174000405,41.405997822,2023-06-20 19:00:00
2023S003701    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,54,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,429649.26,4582966.26,2.15735821,41.393307179,2023-06-20 14:00:00
2023S003702    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,33,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428270.55,4584213.39,2.140720367,41.404417745,2023-06-20 18:00:00
2023S003703    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,General Mitre,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,19,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427725.91,4583693.72,2.134267204,41.399688484,2023-06-20 20:00:00
2023S003704    ,Sants-Montjuïc,el Poble-sec,Blesa,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,24,Pedestrian,En zona peatonal,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430454.92,4580655.28,2.167259713,41.372562989,2023-06-20 21:00:00
2023S003705    ,Sant Martí,el Poblenou,Calvell,Wednesday,2023,6,June,21,Night,,Not caused by the pedestrian,Motorcycle,Woman,42,Driver,Desconegut,Unknown,Leisure and entertainment,Serious injury: Hospitalization over 24 hours,433841.91,4583498.75,2.207446649,41.398459224,2023-06-21 00:00:00
2023S003706    ,Gràcia,Vallcarca i els Penitents,Dalt (Besòs),Tuesday,2023,6,June,20,Night,,Not caused by the pedestrian,Car,Woman,30,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,427881.38,4585454.13,2.135916976,41.415557738,2023-06-20 05:00:00
2023S003708    ,Sants-Montjuïc,la Marina del Prat Vermell,Major de Mercabarna,Wednesday,2023,6,June,21,Morning,,Not caused by the pedestrian,Car,Woman,20,Driver,Desconegut,Unknown,On a mission,Minor injury: Medical assistance at accident site,426146.54,4576285.68,2.11627811,41.332823607,2023-06-21 07:00:00
2023S003709    ,Eixample,la Dreta de l'Eixample,Còrsega,Wednesday,2023,6,June,21,Morning,,Not caused by the pedestrian,Motorcycle,Man,33,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430251.21,4583732.76,2.164469501,41.400263252,2023-06-21 10:00:00
2023S003710    ,Nou Barris,la Guineueta,Karl Marx,Wednesday,2023,6,June,21,Morning,,Not caused by the pedestrian,Motorcycle,Man,38,Driver,Desconegut,Unknown,Commuting,Minor injury: Medical assistance at accident site,430069.18,4588237.79,2.161770892,41.440822563,2023-06-21 08:00:00
2023S003711    ,Sants-Montjuïc,Sants - Badal,Sants,Wednesday,2023,6,June,21,Morning,,Others,Veh. mobilitat personal amb motor,Man,25,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426942.41,4581028.41,2.125216911,41.375612276,2023-06-21 07:00:00
2023S003712    ,Sant Martí,el Clot,Mallorca,Wednesday,2023,6,June,21,Morning,,Walking on the road,Furgoneta,Man,69,Pedestrian,Fora del pas,Other activities,Unknown,Minor injury: Hospitalization up to 24 hours,432315.14,4585203.46,2.188993349,41.413685915,2023-06-21 11:00:00
2023S003713    ,Gràcia,la Salut,Pau Alsina,Wednesday,2023,6,June,21,Morning,,Not caused by the pedestrian,Bus,Man,68,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429927.96,4585014.77,2.160454342,41.411781742,2023-06-21 11:00:00
2023S003714    ,Eixample,la Sagrada Família,Marina,Wednesday,2023,6,June,21,Morning,,Not caused by the pedestrian,Motorcycle,Man,66,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,431318.82,4583941.66,2.177216353,41.402236706,2023-06-21 13:00:00
2023S003715    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Wednesday,2023,6,June,21,Morning,,Not caused by the pedestrian,Motorcycle,Woman,50,Driver,Desconegut,Unknown,Commuting,Minor injury: Medical assistance at accident site,430743.49,4582744.36,2.17047117,41.391403621,2023-06-21 13:00:00
2023S003716    ,Ciutat Vella,la Barceloneta,Marina,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,26,Driver,En pas sense regular,Unknown,Unknown,Minor injury: Refused medical assistance,433038.5,4582211.98,2.197978952,41.386803062,2023-06-20 20:00:00
2023S003717    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pau Vila,Wednesday,2023,6,June,21,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,57,Pedestrian,A la vorera / Andana,Unknown,Unknown,Minor injury: Medical assistance at accident site,431967.52,4581740.84,2.185223603,41.382469712,2023-06-21 12:00:00
2023S003718    ,Sant Martí,Provençals del Poblenou,C-31,Wednesday,2023,6,June,21,Morning,,Not caused by the pedestrian,Motorcycle,Man,39,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Refused medical assistance,433372.35,4585277.86,2.201633992,41.41444441,2023-06-21 13:00:00
2023S003719    ,Nou Barris,la Prosperitat,Favència,Wednesday,2023,6,June,21,Morning,,Not caused by the pedestrian,Motorcycle,Man,23,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431584.89,4588795.14,2.179849683,41.445973069,2023-06-21 13:00:00
2023S003720    ,Horta-Guinardó,Horta,Dalt (Llobregat),Wednesday,2023,6,June,21,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,57,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429688.06,4588027.93,2.157233617,41.438899137,2023-06-21 14:00:00
2023S003721    ,Sant Martí,la Vila Olímpica del Poblenou,Icària,Tuesday,2023,6,June,20,Afternoon,,Not caused by the pedestrian,Bicicleta,Woman,55,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,432897.15,4582597.69,2.196245736,41.390265272,2023-06-20 19:00:00
2023S003722    ,Eixample,el Fort Pienc,Marina,Wednesday,2023,6,June,21,Afternoon,,Not caused by the pedestrian,Car,Woman,74,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431648.43,4583591.24,2.181198802,41.399108683,2023-06-21 14:00:00
2023S003724    ,Sant Andreu,la Trinitat Vella,B-20 (Llobregat),Wednesday,2023,6,June,21,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,45,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432838.99,4589349.79,2.19479988,41.451074575,2023-06-21 14:00:00
2023S003725    ,Eixample,l'Antiga Esquerra de l'Eixample,Comte d'Urgell,Wednesday,2023,6,June,21,Afternoon,,Not caused by the pedestrian,Car,Man,19,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429442.0,4582051.19,2.154985925,41.385047287,2023-06-21 14:00:00
2023S003726    ,Sarrià-Sant Gervasi,Sarrià,Can Caralleu,Wednesday,2023,6,June,21,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,43,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,426154.02,4584083.13,2.115417427,41.40305282,2023-06-21 18:00:00
2023S003727    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Carders,Wednesday,2023,6,June,21,Afternoon,,Not caused by the pedestrian,Furgoneta,Man,1,Pedestrian,En zona peatonal,Unknown,Unknown,Death (within 24 hours of accident),431568.68,4582258.16,2.180395577,41.387095227,2023-06-21 20:00:00
2023S003728    ,Sarrià-Sant Gervasi,les Tres Torres,Nena Casas,Wednesday,2023,6,June,21,Afternoon,,Not caused by the pedestrian,Car,Woman,39,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,427372.77,4583357.25,2.13008347,41.3966262,2023-06-21 20:00:00
2023S003729    ,Eixample,la Dreta de l'Eixample,Rosselló,Wednesday,2023,6,June,21,Night,,Not caused by the pedestrian,Motorcycle,Man,28,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,429831.31,4583162.93,2.15951282,41.395094433,2023-06-21 22:00:00
2023S003730    ,Eixample,la Sagrada Família,Lepant,Wednesday,2023,6,June,21,Night,,Not caused by the pedestrian,Bicicleta,Woman,31,Driver,En pas regulat per semàfor,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431277.27,4584186.43,2.176691518,41.404437721,2023-06-21 22:00:00
2023S003732    ,Sant Martí,el Parc i la Llacuna del Poblenou,Tànger,Thursday,2023,6,June,22,Morning,,Not caused by the pedestrian,Car,Woman,48,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432228.27,4583578.71,2.18813605,41.399044939,2023-06-22 07:00:00
2023S003733    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Thursday,2023,6,June,22,Morning,,Disobeying the traffic light signal,Motorcycle,Woman,61,Pedestrian,En pas regulat per semàfor,Commuting,Unknown,Minor injury: Hospitalization up to 24 hours,428145.43,4582763.57,2.13939577,41.391348601,2023-06-22 08:00:00
2023S003735    ,Sant Martí,el Camp de l'Arpa del Clot,Còrsega,Thursday,2023,6,June,22,Morning,,Not caused by the pedestrian,Motorcycle,Woman,67,Driver,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,431495.29,4584949.92,2.17921313,41.411332855,2023-06-22 10:00:00
2023S003736    ,Eixample,el Fort Pienc,Sardenya,Thursday,2023,6,June,22,Morning,,Crossing outside the pedestrian crossing,Veh. mobilitat personal amb motor,Man,50,Pedestrian,Fora del pas,Unknown,Unknown,Minor injury: Refused medical assistance,431599.68,4583470.53,2.180629317,41.398017336,2023-06-22 08:00:00
2023S003737    ,Sants-Montjuïc,Sants,Badal,Thursday,2023,6,June,22,Morning,,Not caused by the pedestrian,"Camió rígid <= 3,5 tones",Woman,82,Pedestrian,En pas sense senyalitzar,Unknown,Unknown,Serious injury: Hospitalization over 24 hours,427445.76,4580770.93,2.131266387,41.373338813,2023-06-22 11:00:00
2023S003738    ,Sarrià-Sant Gervasi,les Tres Torres,General Mitre,Thursday,2023,6,June,22,Night,,Not caused by the pedestrian,Motorcycle,Woman,52,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,427631.78,4583561.46,2.133157076,41.3984888,2023-06-22 00:00:00
2023S003739    ,Eixample,el Fort Pienc,Diputació,Thursday,2023,6,June,22,Morning,,Not caused by the pedestrian,Bicicleta,Man,42,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431562.15,4583735.81,2.180150401,41.400403439,2023-06-22 08:00:00
2023S003740    ,Eixample,el Fort Pienc,Marina,Thursday,2023,6,June,22,Morning,,Not caused by the pedestrian,Motorcycle,Man,49,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431369.71,4583900.94,2.177829728,41.401874302,2023-06-22 10:00:00
2023S003741    ,Eixample,la Dreta de l'Eixample,Mallorca,Thursday,2023,6,June,22,Morning,,Not caused by the pedestrian,Bus,Woman,58,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430789.42,4583711.39,2.170909912,41.400117314,2023-06-22 09:00:00
2023S003742    ,Eixample,la Dreta de l'Eixample,Mallorca,Thursday,2023,6,June,22,Morning,,Not caused by the pedestrian,Motorcycle,Man,34,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,430789.42,4583711.39,2.170909912,41.400117314,2023-06-22 08:00:00
2023S003743    ,Eixample,Sant Antoni,Calàbria,Thursday,2023,6,June,22,Morning,,Disobeying the traffic light signal,Veh. mobilitat personal amb motor,Man,26,Pedestrian,En pas regulat per semàfor,Leisure and entertainment,Unknown,Minor injury: Medical assistance at accident site,429672.66,4581204.2,2.157842737,41.377438928,2023-06-22 12:00:00
2023S003744    ,Eixample,la Sagrada Família,Consell de Cent,Thursday,2023,6,June,22,Morning,,Not caused by the pedestrian,Motorcycle,Man,48,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,431741.04,4584077.1,2.182251755,41.403492552,2023-06-22 12:00:00
2023S003745    ,Sants-Montjuïc,la Marina del Prat Vermell,Litoral (Besòs),Thursday,2023,6,June,22,Afternoon,,Not caused by the pedestrian,Car,Woman,44,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Refused medical assistance,429644.79,4578490.83,2.157824421,41.352997967,2023-06-22 15:00:00
2023S003746    ,Horta-Guinardó,el Carmel,Carmel,Thursday,2023,6,June,22,Morning,,Not caused by the pedestrian,Bus,Woman,65,Passenger,Desconegut,Unknown,Unknown,Serious injury: Hospitalization over 24 hours,429673.39,4586715.49,2.15721083,41.427077233,2023-06-22 13:00:00
2023S003747    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Palau,Thursday,2023,6,June,22,Morning,,Not caused by the pedestrian,Motorcycle,Man,59,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431910.16,4581778.39,2.184533436,41.38280306,2023-06-22 13:00:00
2023S003748    ,Sant Martí,el Camp de l'Arpa del Clot,Independència,Thursday,2023,6,June,22,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,69,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431466.56,4584937.05,2.178870867,41.411214488,2023-06-22 15:00:00
2023S003751    ,Gràcia,Vallcarca i els Penitents,Mare de Déu del Coll,Thursday,2023,6,June,22,Afternoon,,Crossing outside the pedestrian crossing,Motorcycle,Man,9,Pedestrian,Fora del pas,Student heading to an educational center,Unknown,Minor injury: Hospitalization up to 24 hours,428790.64,4585180.02,2.146828135,41.413170067,2023-06-22 16:00:00
2023S003752    ,Les Corts,Pedralbes,Miret i Sans,Thursday,2023,6,June,22,Afternoon,,Not caused by the pedestrian,Bus,Woman,41,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,425576.7,4582857.81,2.108662131,41.391963666,2023-06-22 14:00:00
2023S003753    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Llobregat),Thursday,2023,6,June,22,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,60,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427350.84,4585168.98,2.12960359,41.412941704,2023-06-22 15:00:00
2023S003754    ,Nou Barris,Vilapicina i la Torre Llobeta,Subirats,Thursday,2023,6,June,22,Afternoon,,Not caused by the pedestrian,Car,Man,32,Pedestrian,En zona peatonal,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431096.55,4586624.26,2.174251809,41.426378961,2023-06-22 19:00:00
2023S003755    ,Eixample,el Fort Pienc,Diagonal,Thursday,2023,6,June,22,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,41,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431207.13,4583723.12,2.175905143,41.40025883,2023-06-22 16:00:00
2023S003756    ,Horta-Guinardó,Montbau,Dalt (Besòs),Thursday,2023,6,June,22,Afternoon,,Not caused by the pedestrian,Car,Woman,51,Passenger,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,429136.59,4587872.79,2.150651358,41.437453351,2023-06-22 17:00:00
2023S003757    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Calvet,Thursday,2023,6,June,22,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,64,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428433.85,4583204.17,2.142793206,41.39534265,2023-06-22 19:00:00
